url,Name,Email,Website,Phone_no,Address,Contact_person,Details
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12690,Vintage Valley Sporthorses,vvsporthorses(at)gmail.com,http://www.vintagevalleysporthorses.comPhone:  540 607 0711,5406070711,"[MAP]11198 Brent Town RdCatlett,",Bill and Annette Payne,"Boarding, training and Lessons in Dressage, Hunter/Jumper and Eventing for Beginner to Advanced. 
Training Your Horse From Start to The Finished Show Horse, 
Horses of All Levels Available for Lessons, Lease and Sale 
Fun Shows, Clinics, Seminars 
Large Lighted Indoor arena and outdoor arena
Large Stalls, Wash rack  
Grass Pasture and Turn Out Areas 
Premium Feed and Multiple Hay Feeding Throughout the Day 
Excellent Experienced Full Care Staff 
This is a beautiful and peaceful farm for horses and riders. 
VISITORS BY APPOINTMENT ONLY."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12706,Suns Traces Gallery  & VA Clay Studio,paula(at)vaclay.com,http://www.sunstraces.com  Phone:  434-973-3700,Phone434-973-3700,"[MAP]3884 Jessies ln Charlottesville,",Paula Brown-Steedly,"Suns Traces Gallery represents fine craft artisans of VA

VA Clay Studio-Paula Brown-Steedly  offers one of a kind equine art"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11850,LHenry Photography,l.henry.photography(at)gmail.com,http://www.lhenryphoto.comPhone:  434-981-9470,434-981-9470,"[MAP]PO Box 2464Charlottesville,",Lindsey Henry,"Being a rider myself gives me a certain edge and perspective that my clients appreciate. Whether it's senior portraits with your favorite four legged friend or a just because moment with the one who knows you best, I am happy to accommodate. Please check out my website to view my current work."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14165,"Jillian Regan Photography, LLC",jillian(at)jillianreganphotography.com,http://www.jillianreganphotography.comPhone:  (757) 560-7758,(757)560-7758,"[MAP]UnlistedCharlottesville,",Jillian Regan,"As an experienced horseperson and photographer, Equine & Equestrian photography is one of the photography services I offer.

I capture authentic photos, in the moment that visually tell the story without the subjects seeming overly posed or stiff. Check out my website or social media (social links below) to see samples of my work!

www.jillianreganphotography.com

Photography experience specific to equine photography:
  One of my equine photos was included in my gallery exhibit (of 12 photos) at Madison Union Art Galleries at James Madison University in 2011.
  Current equine / equestrian photography project (summer 2017): visually telling the story of the farriers' role in horses hoof care

My horse experience:
 I've been riding since 1997	
 My family owned horses from 2000-2011. 
	I gained valuable riding skills and equine knowledge from curriculum of the United States Pony Clubs (USPC). 
	I was a member of the USPC Crescent Bay Pony Club chapter (based in Chesapeake, VA) from 1997-2008
o	My highest rating achieved was a C-1 
	Link if you're curious about what C-1 level standards are: https://www.ponyclub.org/ContentDocs/Instruction/Standards/2016%20SOP%20C-1C-2%20Level%20HSE.pdf 

	While I do not currently own a horse, I still ride (only about once a week) and plan to own a horse again someday.

	Connect with me:

facebook.com/JillianReganPhotography
instagram.com/jillian_regan_photography
twitter.com/JillReganPhoto
pintrest.com/Jillian_Regan
linkedin.com/JillianReganMPH"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12795,Bright Idea Design,aleyna.baggott(at)gmail.com,http://www.brightideaprints.com,,"Chesapeake,VA 23320",No contact Person,"Bright Idea Design is dedicated to providing high-quality graphic art. Based in Chesapeake, VA, we provide professional design services to local businesses and individuals while still catering to the rest of the world, no matter the distance, with printed and digital products. We believe that simple is better, and we love to have fun. Able to provide elegant, clean designs as well as fun and whimsical illustrations, we do what we love and hope that you love what we do.

***Please look for an Equestrian section to come up on our website very soon. We will offer Graphic Design Services as well as Video Editing (for Horse Sale Videos) for barns in the Virginia Area."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12166,Photography By Lachelle,lachellesays(at)gmail.com,http://lachelle.does.itPhone:  (804)971-8083,(804)971-8083,"Chester,VA 23831",No contact Person,"I am a local photographer in the Greater Richmond area that specializes in equine art and horse show photography. 

I am also available to do weddings, engagements, senior portraits, etc. I shoot on-location. 

For more information, please visit my facebook page:
http://www.facebook.com/PhotographyByLachelle

or my website:
http://lachelle.does.it

Thanks!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12210,Julieanne Photography,marinebuster(at)gmail.com,,,"Clifton,VA 20124",No contact Person,Photographer looking to get new clients. I have taken engagement shots and children portraits as well. I am a horse lover and would enjoy doing senior photos of you and your horse or any beloved 4 legged friend.
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12341,Original Art & Giclee Prints,,Click Image to View Larger,ImagetoViewLarger,"Culpeper,VA 22701",No contact Person,No Details
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11983,Ashley Hoffman Photography,Ashley(at)AshleyHoffmanPhotography.com,http://www.AshleyHoffmanPhotography.comPhone:  5408780899,5408780899,"Culpeper,VA 22701",No contact Person,"I specialize in equine fine art photography, horse show photography and equine portraits.  www.AshleyHoffmanPhotography.com"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12004,Aponi Photography,sparkette82(at)gmail.com,http://aponi06.deviantart.com/,,"Dale City,VA 22193",No contact Person,"Hello! I'm getting into digital photography and would love to take pictures of your horse(s) riding, shows or at liberty. I'm located in Dale City and can travel within an hour. Please contact me for more details.

Some of my photography can be seen on the link. Thank you!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11664,"Pics Of You, LLC",info(at)picsofyou.com,http://www.picsofyou.comPhone:  434-724-6792,434-724-6792,"[MAP]1852 Sunset DrDry Fork,",John Robinson,"Specializing in horse show event photography and private farm shoots. With offices in central and southern Virginia we cover all portions of the state, and travel to events along the east coast. Contact us to arrange for your personalized farm shoot, or if you need a photographer at your upcoming event. We offer on-site viewing stations."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=13915,Mike Uriss Fine Art,mikeuriss(at)gmail.com,Phone:  4342965719,4342965719,"[MAP]811 A Millers Cottage LaneEarlysville,",Mike Uriss,"Mike Uriss, a thirty-year award-winning artist, offers top-quality paintings and drawings of people, pets, animals and abodes. Working in charcoal, graphite, pastel, watercolor and oil, Mike captures the spirit of each subject, and delivers s beautifully-rendered work of art in the traditional styles of the Old Masters."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=13911,Mike Uriss Fine Art Drawings,mikeuriss(at)gmail.com,Phone:  4342965719,4342965719,"[MAP]811 A Millers Cottage LaneEarlysville,VA,",Mike Uriss,"Mike Uriss, an award-winning commercial artist, and art instructor of 30 years, provides drawings and paintings of loved ones, animals and abodes in Central Virginia. Working in graphite, charcoal, pastel, watercolor and oil, Mike captures the spirit of each subject, and presents a fine and solid rendering. To learn more, please contact the artist at Ph. 434 296 5719, mikeuriss@gmail.com."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=13585,Alexeeva Photography,alexeevaphotography(at)gmail.com,http://alexeevaphotography.pixieset.comPhone:  703 344 3465,7033443465,"Falls Church/McLean,VA 22043",No contact Person,"Alexeeva Photography bloomed from Alice Alexeeva's passion for photography. Alice has looked at the world through her camera and now brings her experience to clients.

Alice's love for photography began with a simple digital camera that was a birthday gift. She would take photos of anything and everything. Since then, Alice has upgraded her equipment and worked alongside proven professional photographers. Her keen eye and passion is seen through her stunning images. 

For more information, please contact Alice at alexeevaphotography@gmail.com 

Alexeeva Photography is proudly associated with Second Chance Sporthorses

(http://www.secondchancesporthorses.com/)"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12138,Living Waters Farm llc,PaintedQHlover(at)gmail.com,http://equinerelationsadvertising.weebly.com/index.html,,"Fort Valley,VA 22652",No contact Person,"We can create and maintain your advertising, public relations, and social media networking for your Equine business.
The Horse Industry is huge in Virginia and surrounding states. Let us help you increase sales,site hits,contacts and create a household name for your farm or company in the equine industry!

http://equinerelationsadvertising.weebly.com/index.html

We can serve the following businesses and more:
Horse Sales Companies
Auction Companies
Boarding Facilities
Training farms
Lesson Barns
Horse shows(Any and All Breeds)
Personal Farms
Tack Shops/Saddlery
Riding Instructors



We will sit down and discuss with you what your company is all about. We want to understand what makes your farm/barn/shop unique from the rest! Then leave it to us to design anything from beautiful posters to informational flyers and tons in between. We will even suggest locations and layout a plan for placements of your new print media!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12086,Hailey B. Photography,hbrgrgang(at)gmail.com,Phone:  540 683 9399,5406839399,"[MAP]1252 rawley ridge dr Front Royal ,",Hailey Berger,"Creative and skilled open minded photographer with a passion for horses and photography but will do any pictures! Experienced with weddings, horseshows, product advertising, special occasions, newspapers, portraits, sales, etc. Anything you would like to photograph. Im artistic with a good eye and can work with anything. Imagine having your own photographer for anything you need! Because i do it for the love and experience im"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11707,Kt Designs,rockincowgirlkt(at)hotmail.com,Phone:  642312,642312,"[MAP]4353 howellsville rdFront Royal ,",Katie  H.,"Want a cutting edge over other ""for sale"" horses? Tired of everyone asking for more videos, pictures of your horse for sale?? Wish you had that perfect video that will sell your horse?

Then I am the right person to talk to you. I will drive to your farm/stables and video your horse for sale. I will include all aspects buyers want to see in a horse without all the questions. Videos will be high quality, slow-motion video, and can include editing, and have the cutting edge over the simple ""For Sale"" horse videos.

Some Examples:
http://www.youtube.com/user/KTDesigns23


Prices:
-$35.00 for video
-Over 30 miles driving radius, help pay for gas. 

I ALSO DO THE FOLLOWING:
-Web design for farm/stables and small businesses.
-Photography
-Farm and small business logos
-Farm and small business cards & flyers

Please Contact:
Phone: 540-622-7688
Email: kthaw@comcast.net

Other examples and references on request!!!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11672,Battlefield Park Polo Club,delorab(at)hotmail.com,http://www.battlefieldparkpolo.comPhone:  239-989-2011,239-989-2011,"[MAP]5704 Pageland LaneGainesville,",Dori  Burner,"Battlefield Park Polo Club is a United States Polo Association recognized club and is multi-use facility which offers a wide range of services to fulfill your equestrian needs, polo, jumping, and dressage are taught here. 

Battlefield Park Polo is located just 2 miles off I-66 at exit 43B in Gainesville and we are just across the street from the historic Manassas Battlefield where there are miles of trails.  

We have recently completed construction on a large outdoor arena 120' x 200', an indoor arena 75' x 150' with 10 attached stalls and a 400 sq. ft.  lounge/tack/viewing area.  We have another new 10 stall barn with tack and feed room, and a new guest house.  We have 25 acres of turnout available for our 18 school horses.

Battlefield Park offers a wide range of services: Riding Lessons in all Disciplines, Polo Lessons, Summer Camp, Green/Problem Horse Training, Farrier, Transportation, Boarding,  Pony Club Activities, Trail Riding, Tack Sales, Horse Sales, Horse Leasing, Event Services such as Pony Parties, Weddings, and Corporate Polo Parties and Trail Rides.

We offer USPA Interscholastic and Intercollegiate Polo Programs.

We have clients of all ages who can come to Battlefield Park Polo to learn how to ride and enjoy horses. We have exceptionally low prices and make horses accessible to everyone!  Come out and have some fun!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=13717,Art by Tonya Butcher,Art(at)TonyaButcher.com,http://TonyaButcher.comPhone:  5403695249,5403695249,"Goldvein,VA 22720",No contact Person,Equine Artist..... Commission a portrait today!!!
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=10591,"Rocky Springs Ranch, llc.",cswisher(at)visuallink.com,http://www.balancedawareness.comPhone:  540 858 3090,5408583090,"[MAP]116 Pinetop Rd.Gore,",Claudia Swisher,"At Rocky Springs Ranch we offer many services.  A full care boarding facility *  Riding lessons for English and western riders of all ages * Tack, Blanket and Saddle repair * Saddle fitting and evaluation * Custom made leather items and saddle pads * Board fencing and farm work.  Claudia now is offering her Oil Paintings for sale again. She does commissions of pets , horses and wildlife."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=13027,Katherine A. Turnbull Photography,starlitlaughter(at)gmail.com,http://www.katherineaturnbullphotography.com,,"Hedgesville,VA 25427",No contact Person,"Offering quality photography services for horse shows and private sessions in northern Virginia, western Maryland, and eastern West Virginia. Please contact for rates and availability."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=13449,Whiting Photography,anne(at)whitingphotos.com,http://annewhitingphotography.comPhone:  540-270-7637,540-270-7637,"Hume,VA 22639",No contact Person,"Photography portraits of you, your family and/or your horse(s) on your farm. I am located in Hume, VA but travel most places in northern Virginia and Washington, DC. Also available for group barn shoots.

Please check out my website at annewhitingphotography.com"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11797,Susan M. Carter Photography,susan(at)susanmcarter.com,http://www.susanmcarter.comPhone:  540-316-0177,540-316-0177,"Jeffersonton,VA 22724",No contact Person,"Susan is an award winning equine and pet photographer whose work has been extensively published. She is the official photographer for a variety of events including the Montpelier Hunt Races, Warrenton Horse Show, Mid-Atlantic Equitation Festival and CHAMP lure coursing events. She is available for farm calls and pet portrait sessions or to accompany you to your equine or canine event. Please visit Susan M. Carter Photography"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11659,Total Equine Veterinary Associates (Drs Jay Joyce and Sallie Hyman),info(at)totalequinevets.com,http://www.totalequinevets.comPhone:  703 505 2320,7035052320,"Leesburg,VA 20176",No contact Person,"Complete equine veterinary and dental services.
24/7 Emergency coverage. Specialists.
Digital rads, lameness eval, pre-purchase exams.
Comprehensive Wellness Programs.
Great team. Great practice."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14285,Erin Gilmore Photography,erin(at)eringilmorephotos.com,https://www.eringilmorephotos.comPhone:  5616032411,5616032411,"[MAP]PO BOX 6073LEESBURG,",Erin Gilmore,"From fine art portraits, to stunning event photography and personal photo sessions with you and your horse, I am a professional equestrian photographer who has worked around the world capturing the sport's best moments. I'm now based in Leesburg, VA and scheduling for your equestrian portrait sessions, sales photos, lifestyle needs and more!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11616,Encore Photography,encorephoto(at)inbox.com,http://encorephoto.webs.com,,"Lovettsville,VA 20180",No contact Person,"I am a young photographer looking for horse shows to be photographer at. I have experience being a ""sideline"" photographer at hunter shows. I can also do jumper shows. Please check the ""Packages"" section of my website for more information. 

*Please note-The quality of the images has been reduced to prevent theft. Thank you."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12140,"horse photography-show, fox hunt and races",lizcallar(at)aol.com,http://www.lizcallar.comPhone:  540-822-9282,540-822-9282,"[MAP]12278 mountain roadlovettsville,",liz callar,"Horse shows, Fox Hunting and Racing photos can be found on www.lizcallar.com."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12358,AnimalArtAndPhotography.com,tthomas222(at)comcast.net,http://www.AnimalArtAndPhotography.comPhone:  804 7842690,8047842690,"[MAP]1841 Rabbit Warren Rd.Manakin-sabot,",Debby Thomas,"Custom Art and Photography Portraits, specializing in Animals. On location shots at your home or stable."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=10322,Horse Portraits by Kelly Campbell,kcampbellartist(at)hotmail.com,http://www.kellycampbellartist.com,,"Manassas,VA 20112",No contact Person,"Have a portrait done of your beautiful horse (or pony) for a fair price-- prices start at $60. Portraits availiable in acrylic, oil, or pencil. Please contact me for estimates! Thank you."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12584,Rohr Photography LLC,rohrphotography2012(at)gmail.com,http://rohrphotographyllc.com/,,"Manassas,VA 20110",No contact Person,"I am new to the photography business and want to get my name out in the equine world. I am a fellow rider as well!  

Looks like Spring may actually be here!  Time to start thinking about High School Senior Photos, baby photos, horseback riding and so much more!  Stay tuned for Spring 2013 Specials and promotions on our website.  Book your session now!

http://www.rohrphotographyllc.com/"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14024,Maria Ross Photography,mariaross(at)comcast.net,http://www.mariarossphotography.com/Phone:  7032095756,7032095756,"[MAP]9414 primrose lanemanassas park,",maria ross,"Professional Photography Services, Graphic Design (Logos, business cards, banners, ads, etc.)"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14451,Kaiti Mills Photography,Presuslady(at)aol.com,Phone:  703-881-1375,703-881-1375,"[MAP]9436 Victoria StManassas,VA,",Katherine Mills,Now offering 1 hour sessions in the Northern Virginia Area (will travel farther for fee).  $350.00 for session.  Have you always wanted magical photos of you and your favorite horse?  Now is the time!  Check me out on facebook at Kaiti Mills Photography or insta @kaitimillsphotos
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14087,Dances With Paint,dianemarie58(at)gmail.com,http://www.facebook.com/danceswithpaintPhone:  6463748479,6463748479,"mclean,VA 22102",No contact Person,"Face lifts for your home! I do decorative wall finishes, painted furniture, murals for your kids room and paintings of horses! Update your old picture  frames with new gold leaf or go shabby chic! Or you can change your oak cabinets to a light French distressed look. A waxed shiny Venetian plaster will look beautiful in your foyer or dining room. Please email me to make an appointment to see some sample boards or go to my Facebook page to see some of my work."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=13057,Dances With Paint,danceswithpaint.com,http://www.danceswithpaint.comPhone:  646-374-8479,646-374-8479,"Mclean,VA 22102",No contact Person,"Horses and Nature are an inspiration for my paintings.

My recent paintings named ""Sensory Art"" is a process that evolves from within through the senses in the creation of a work of art. It requires being tapped into one's innate instincts. Sensory images within provoke the artist to paint from their inner sensory being."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14055,Dances With Paint,Danceswithpaint11(at)gmail.com,http://Www.danceswithpaint.com,,"McLean,VA,VA 22102",No contact Person,"Dances with Paint is a decorative painting studio. I do faux finishes, horse portraits, gallery quality paintings , painted furniture, etc. Please visit my website for a full description  of services and gallery"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14004,Atoka String Quartet,atokastringquartet(at)aol.com,http://atokastringquartet.wix.com/atoka-stringsPhone:  703-853-5899,703-853-5899,"Middleburg,VA 20117",No contact Person,"Hunt Country's premier string quartet providing customized music for weddings, receptions, and parties. Also available as a duo or trio, we specialize in pop/rock/classical & special requests."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12169,Gabriel Walker Photography,arjuna72582(at)yahoo.com,http://www.gabrielsean.comPhone:  3018011361,3018011361,"[MAP]john mosby hwymiddleburg,",Gabe Walker,Creative portrait and event photography.
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14652,Make It Right Photography,makeitrightphoto(at)gmail.com,https://www.makeitrightphoto.com,,"Middleburg ,VA 20117",No contact Person,I am an Equine Photographer based in Middleburg Virginia. I can travel to Maryland and West Virginia as well. Specializing in horse and rider portraits and Black Back drop portraits.
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14348,Old Hundred Stables,victoria(at)rvarealtor.com,Phone:  8047745583,8047745583,"Midlothian,VA 23114",No contact Person,"Small Hobby Farm catering to a few boarders, Indoor Riding Arena, Wedding Events, Range Free eggs and more."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11795,Blue River Collar Co.,bluerivercollars(at)gmail.com,http://www.etsy.com/shop/BlueRiverCollars,,"Midlothian,VA 23113",No contact Person,"If you are looking for handmade quality dog collars then look no further!  Blue River Collar Co. is a custom collar small business based in Richmond, VA.  We take pride in each collar as it is hand crafted and fully customizable in both size and design.

Have a look at our limited site on Etsy and please let us know if you are interested in something we currently have in stock or if you would like for us to produce a custom piece.

We have access to thousands of high quality woven ribbons to fit your needs exactly.  We also offer fabric collars where the sky is your design limit!

http://www.etsy.com/shop/BlueRiverCollars

Thanks for checking us out!!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=10238,Judy Leonard Photography,judy(at)judyleonardphotography.com,http://www.judyleonardphotography.comPhone:  703.754.8000,703.754.8000,"[MAP]7154 Rogues RoadNokesville,",Judy Leonard,
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=13187,Stephanie's Photography and Event Planning,lucascashshowhorses(at)yahoo.com,http://smcclungvolley18.wix.com/stephsphotoeventsPhone:  540-294-6181,540-294-6181,"Nokesville,VA 20181",No contact Person,
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12216,Simone's Equine Art,cord2012(at)aol.com,http://www.simonesk.comPhone:  434-409-3284,434-409-3284,"Norfolk,VA 23517",No contact Person,"Photography, commissions and fine art. 

Please check out my website for examples of my equine portrait photography and also commissioned charcoal drawings of horses and pets! 

Photos are great for sales and websites!

Or get a portrait drawn of your beloved friend.

Located in Hampton Roads
Norfolk, Virginia Beach and Chesapeake.

www.simonesk.com"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12756,Caty Gene Studio,caty.kozar(at)gmail.com,http://www.catygenestudio.comPhone:  850.293.2675,850.293.2675,"[MAP]1215 Colley Ave.Norfolk,VA,",Caty Kozar,"I am a natural light photographer based in the Norfolk, Virginia area, specializing in equine photography. My style is clean, classic and candid. I believe true beauty lies in the simplest of details, the best moments in life are the unplanned and every day is a good day to be alive. Thank you for considering me and I can't wait to learn about your photographic ambitions!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11791,Elaine Hurst Fine Art,elainehurst(at)mac.com,http://www.elainehurst.com,,"Port Republic,VA 24471",No contact Person,"I paint in both oils and pastels, specializing in landscapes, equine and canine subjects.  I welcome commissions, or you can look through my ever changing number of finished paintings.  As I am a painter and a rider/horse owner, I know horses, and love them as you do.  I would be glad to work with you for your own original painting.  I will look forward to talking with you soon.  I am an Associate member of the American Academy of Equine Art and one of the founding members, past president of the Virginia Equine Artists Association."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14447,BDK Equine Ventures LLC,bdkequineventures(at)gmail.com,,,"Port Royal,VA 22535",No contact Person,"Photographer and Graphic Artist serving small businesses and Farms in the Greater Fredericksburgs area. Do you need photos of your family, animals, property, products for sale or documents, flyers, business cards, brochures or other items to manage your business, send me an email to discuss your needs."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12254,Shimmerz Photography,shimmerz.photography_va(at)gmx.com,http://shimmerzphotography.webs.com/,,"[MAP]47533 Anchorage CirPotomac Falls,",No contact Person,"Need a photographer? We're available! We do all sorts of equine events, sales, etc. We also do family portraits, graduations, weddings, etc. Please visit our website to contact us or as a last resort contact via the email above. Thank You!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14249,Billy Myers Photography,bmyersphotography(at)yahoo.com,http://billymyersphotography.zenfolio.com/,,"Radford,VA 24141",No contact Person,Serving the New River Valley and Southwest VA.
