url,Name,Email,Website,Phone_no,Address,Contact_person,Details
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=10244,Lester Building Systems LLC,info(at)lesterbuildings.com,http://www.lesterbuildings.comPhone:  800-826-4439,800-826-4439,"[MAP]276 Woodbine Rd.Clearbrook,",No contact Person,"Flexible equestrian building solutions from a leader in post-frame building construction since 1947.  We build arenas, stall barns and run-ins as well as garages and various storage buildings.  Call us toll-free 800-826-4439 or check out our website at www.lesterbuildings.com."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11622,"Morton Buildings, Inc.",Kathy.Campbell(at)mortonbuildings.com,http://www.mortonbuildings.comPhone:  540-207-6772,540-207-6772,"[MAP]18478 Industrial Rd.Culpeper,",Kathy Campbell,
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11982,Virginia Barn Company,hillbrothers(at)hughes.net,Phone:  434-547-8140,434-547-8140,"[MAP]5996 South James Madison HwyFarmville,",Timothy  Hill,Quality Pole Barn Builder.
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11953,Barn Builders/Professional Building Services,webuildbarns(at)gmail.com,http://www.webuildbarns.comPhone:  703-405-1352,703-405-1352,"[MAP]2215 Plank Road #207Fredericksburg,",steve  vess,"Let us help you build your dream! Barns, run-ins, garage, barn house, barn loft apartments etc. We can customize whatever works best for you. From custom exteriors (siding choices, roofing, and design etc)to custom interiors (isle ways, rubber pavers, slate, electric, plumbing etc) to automatic waterers, however much or however little, we provide the complete project, from start to finish! Class A builder, fully insured."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12530,"Chestnut and Sash, LLC",info(at)chestnutandsash.com,http://www.chestnutandsash.comPhone:  540-220-1223,540-220-1223,"[MAP]10908 Courthouse Rd. Ste 102-219Fredericksburg,",John Rice,"Chestnut & Sash performs all aspects of construction from new construction to interior and exterior remodeling. We have worked together with builders and home owners alike for nearly 40 years. We focus on careful planning, ensuring that each job flows smoothly from start to finish.  We have architects, kitchen and bath designers/remodelers as well as interior decorators that work with you to customize your project design and ideas.

Chestnut & Sash will be there every step of the way.We have implemented a quality assurance program that includes a checklist of items related to the work to be performed from initiation through completion. We have assembled the best teams of highly qualified, industry professionals for all aspects of quality construction projects. These teams share in our consistent commitment to quality while maintaining an excellent track record and reputation, generating repeat and referral business from other, future clientele.

At the start of each project we begin with budget analysis and value engineering. Our project management team coordinates regular meetings with the client, architect and subcontractors. We provide comprehensive construction schedules, detail reporting of job progress and persistently resolve any unforeseen issues to assure our clients of their complete awareness and earn their complete satisfaction with the finished project. Chestnut & Sash is committed to your needs and goals."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12719,Horse Fly Net,info(at)horseflynet.com,http://horseflynet.comPhone:  434-973-0121,434-973-0121,"[MAP]PO Box 294Free Union,",karleen Hubley,"We sell nets or screens for barns and run-in-sheds for FLY CONTROL and shading from the sun.  Custom made in the USA and only $1.40 a Sq Ft. to cover any size opening, window and door.  Only available on-line.  http://horseflynet.com"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11672,Battlefield Park Polo Club,delorab(at)hotmail.com,http://www.battlefieldparkpolo.comPhone:  239-989-2011,239-989-2011,"[MAP]5704 Pageland LaneGainesville,",Dori  Burner,"Battlefield Park Polo Club is a United States Polo Association recognized club and is multi-use facility which offers a wide range of services to fulfill your equestrian needs, polo, jumping, and dressage are taught here. 

Battlefield Park Polo is located just 2 miles off I-66 at exit 43B in Gainesville and we are just across the street from the historic Manassas Battlefield where there are miles of trails.  

We have recently completed construction on a large outdoor arena 120' x 200', an indoor arena 75' x 150' with 10 attached stalls and a 400 sq. ft.  lounge/tack/viewing area.  We have another new 10 stall barn with tack and feed room, and a new guest house.  We have 25 acres of turnout available for our 18 school horses.

Battlefield Park offers a wide range of services: Riding Lessons in all Disciplines, Polo Lessons, Summer Camp, Green/Problem Horse Training, Farrier, Transportation, Boarding,  Pony Club Activities, Trail Riding, Tack Sales, Horse Sales, Horse Leasing, Event Services such as Pony Parties, Weddings, and Corporate Polo Parties and Trail Rides.

We offer USPA Interscholastic and Intercollegiate Polo Programs.

We have clients of all ages who can come to Battlefield Park Polo to learn how to ride and enjoy horses. We have exceptionally low prices and make horses accessible to everyone!  Come out and have some fun!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12349,"Timbersmiths, Inc.",steve(at)timbersmiths.com,http://www.timbersmiths.comPhone:  (540) 832-3988,(540)832-3988,"[MAP]PO Box 182Gordonsville,",Steve Freeman,"Timbersmiths, Inc. Handcrafted Timber Frames Since 1978. Custom Built Stables, Barns, Homes and Additions. Design, Engineering, Construction and Restoration. Let us help you turn your dreams into a reality."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11659,Total Equine Veterinary Associates (Drs Jay Joyce and Sallie Hyman),info(at)totalequinevets.com,http://www.totalequinevets.comPhone:  703 505 2320,7035052320,"Leesburg,VA 20176",No contact Person,"Complete equine veterinary and dental services.
24/7 Emergency coverage. Specialists.
Digital rads, lameness eval, pre-purchase exams.
Comprehensive Wellness Programs.
Great team. Great practice."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=13733,"Land Pride Services, LLC",steven(at)landprideservices.com,http://www.landprideservices.comPhone:  540-850-0701,540-850-0701,"[MAP]7511 gamins run driveLocust Grove,",Steve  Strentz,"Land Pride Services, LLC is a Class A licensed and Insured Virginia Contractor. 
We offer farm and land development services.  

Our services include:

*Clearing large or small areas including overgrown fence lines or pasture tree line.
*Tree Trimming and Bush hogging with our 15 foot Batwing rotary mower
*Correct Drainage problems. 
*Utility Installation, water, sewer and storm sewer including Bio-Ponds 
*Mechanical work on your Agricultural equipment. 
* Pond construction or repair 
* Road and Riding Ring Installation/Repair
* Pasture Maintenance
* Farm Beautification projects 
* Building Pad Installation
* Site Development
* Repair Agricultural Buildings and run-in shed construction. 
Contact: Steve Strentz at 540-850-0701"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11691,"P. J. Williams Company, Inc.",Rusty(at)PJWCO.com,http://www.pjwco.comPhone:  540-948-5900,540-948-5900,"[MAP]PO Box 888/261 Oak Park Rd.Madison,",Rusty Robertson,"We are a full service, Class A, General Contractor proudly serving the post-frame industry in Central and Northern Virginia since 1972.  As a member of the National Frame Building Association and a three-time winner of their Building Of The Year Award you can be assured that our professionals are dedicated to providing expert customer care and that they will take pride in transforming your vision into reality.

We specialize in equestrian and agricultural buildings.  We also build light commercial and retail buildings.

We can design and build a custom structure to fit any budget - call us today to get started!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11692,Infinite Green Energy,steve(at)infinitegreenenergy.com,Phone:  1 540 364 6360,15403646360,"[MAP]8360 West Main St.Marshall,",Steven Leighton,"We supply and install Building Integrated Solar Electric and solar thermal Systems while maintaining
traditional look with out the ugly of module panels."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=13453,Classic Equine Equipment Inc.,ghockman(at)classic-equine.com,http://www.classic-equine.comPhone:  540-290-1450,540-290-1450,"[MAP]PO Box 75Middlebrook,",Gary Hockman,"Classic Equine Equipment creates the highest quality safe, beautiful and durable stalls to complement your barn. Our products also include Dutch Doors, End Doors, Windows, Shutters, tack and wash bay accessories, mats, rubber pavers and more."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12570,Maidstone Construction LLC,info(at)maidstoneconstruction.com,http://maidstoneconstruction.com,,"[MAP]PO Box 1538Middleburg,",Bradley Brown,"Maidstone Construction has been creating elegant, livable homes in the Virginia Hunt Country of Loudoun, Fauquier, Clarke and Rappahannock Counties for over 30 years. Over that time we have built an unmatched reputation for quality, expertise, integrity and customer satisfaction. 
If you are planning to build a new home or addition, an equine facility or if you are considering a remodeling project, please contact us. We'd love to hear from you!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=13873,Middleburg Jump Works,middleburgjumpworks(at)gmail.com,http://middleburgjumpworks.comPhone:  2023209666,2023209666,"[MAP]23320 Forsythia LaneMiddleburg,",Matt Pettigrew,"Middleburg Jump Works is a full service, custom jump and arena design company. We build jumps for schooling, show, and cross country. We can build the jumps you have been imagining or our design team can make something special for your ring and sponsors needs.

We offer both keyhole and drilled hole standards. Pinless cups available at request. 

We hand craft flower boxes and dressage accessories.
 
MJW provides full fencing services that allow us to help design your ring from start to finish. 

Ask about our jump and fence maintenance program."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12682,Handy Horseman of Triple R Stables,jamieandloraadams1(at)gmail.com,http://www.adamstriplerstables.comPhone:  7035050284,7035050284,"[MAP]Nightingale LaneMidland,",James Adams,"No job is too small! Let us build your run in sheds, round pen, or arena. We can also build and repair fences. Rates vary based upon what you need (hourly or per job). We are located near Warrenton, Virginia. Call James Adams at 7035050284 for the most immediate communication."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12277,"Vista Properties of Virginia, LLC",jesse(at)vistapropertiesva.com,http://www.vistapropertiesva.comPhone:  540-905-3339,540-905-3339,"[MAP]5639 Balls Mill RoadMidland,",Jesse  Beranek,"Let Vista make your dreams come true.  We provide all Indoor and Outdoor services; let us do the work while you enjoy your property!

Visit our website for a full list of services that we provide at www.vistapropertiesva.com"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14348,Old Hundred Stables,victoria(at)rvarealtor.com,Phone:  8047745583,8047745583,"Midlothian,VA 23114",No contact Person,"Small Hobby Farm catering to a few boarders, Indoor Riding Arena, Wedding Events, Range Free eggs and more."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=10847,Virginia Site Services,polktigersden(at)yahoo.com,Phone:  540-905-3291,540-905-3291,"Nokesville,VA 20181",No contact Person,"Virginia Site Services - Farm Services For Horse People By Horse People!!!


Let us help you around the farm. We provide many services. Here is a list of just a few:

*Horse Rings*Fencing*Paddocks*Barns*Run-Ins*Water Lines*Seeding*Fertilizing*Mowing*Ponds*Swales*French Drains*Paving

No job to small. Please feel free to call or email with any questions you may have. We look forward to working with you!!!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=10413,Affordable Manure Removal,Cleve(at)affordablemanureremoval.com,http://www.affordablemanureremoval.comPhone:  (703) 400-8446,(703)400-8446,"Nokesville,VA 20181",No contact Person,"We offer a variety of services for horse owners including reliable, affordable manure removal, spreading manure on your fields, bush hogging, and other farm related services.  We are also the area representatives for the Rotary Manure Spreaders so if you are interested in having one of your own, feel free to contact us. 

We've built our farm from scratch (it was literally a junk yard when we bought it) and we can provide advice and assistance on subjects such as building an arena, use of a sacrifice area and rotating pastures, time-saving ideas for barn design and building, fencing, etc...  If you have a need for work around your farm, talk to us about it and we just might be able to help.

MANURE REMOVAL
For our manure removal customers, we offer two types of service.  

First the traditional service where we bring our Trak-Cat (or our tractor with a front end loader) and a dump truck.  We use our Track-Cat to load your manure into the dump truck and remove it.  We've included photos depicting the process and our trucks.    

We also offer a 16 cubic-yard, roll-off, manure bin (dumpster) service.  You fill the bin up with your manure and bedding waste and once a month (or more often if needed) we'll replace your full bin with an empty one.  This provides you with an environmentally friendly place to store your manure between pick-ups.  There are photos depicting the delivery truck and bin. 

MANURE SPREADER
There is also a photo showing our rotary manure spreader dispensing manure onto our pasture.  This revolutionary manure spreader breaks the manure into tiny pieces as you spread, offering an even, easily absorbed distribution of organic fertilizer to your fields.  You can see the 5 foot wide path of evenly spread manure behind the spreader. 

Give us a call and we'll be glad to help!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12201,A.J. Pitman Construction,joe(at)ajpitmanconstruction.com,http://www.ajpitmanconstruction.comPhone:  804-380-2223,804-380-2223,"[MAP]2231 Autumn Oaks LanePowhatan,",Joe Pitman,"Craftsmanship and Professionalism Defined!

Whether it's a custom horse barn, garage, or storage building, we can offer a cost effective way to give you the space that will suit your needs. A.J. Pitman Construction loves these pole structures because they are such great solutions. We'll use the materials of your choice, including metals, door and stall kits you prefer.  With years of experience in this particular area, we will deliver the right barn or outbuilding for your property."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12252,Evergreen Landscapes LLC,luke(at)e-landscapes.net,http://www.e-landscapes.netPhone:  7039996234,7039996234,"[MAP]15255 Ashbury Church RdPurcellville,",Luke Wiseman,"Excavation, Design Build Construction, Drainage, ponds, Tree removal, Landscape Design and Install, Snow Plowing, Bushhogging, Land Managment."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=13250,Iron and Oak Studio,sriley953(at)gmail.com,Phone:  434-953-7221,434-953-7221,"Scottsville,VA 24590",No contact Person,"New Show Jumps and XC portables
Refurbishing of your old wobbly and rotten jumps
General Carpentry and Barn/Farm repair
Tack room updates and renovations
Tack Box and Trunk building

Horse clipping, mane pulling and trimming by professional groom that has groomed up to CCI4* level
Horse show day and weekend grooming available for up to four horses."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12681,Rubber Mulch Is Us LLC,rufusduff(at)aol.com,http://www.rubbermulchisus.com/Equestrian_gallery3.htmlPhone:  540-846-5198,540-846-5198,"Spotsylvania,VA 22553-1860",No contact Person,"Rubber Mulch Is Us LLC of Spotsylvania County, Virginia offers equestrian footing and other fine recycled rubber products.
.
♦  We operate from coast-to-coast, with sources and clients nationwide. A Veteran-owned company, we are a registered Federal civilian (CCR) and Defense Department contractor (CAGE), and Virginia Commonwealth contractor (eVA/SWaM). We provide superior equestrian products for a broad range of horse lovers. You'll find our pricing to be lowest in the market . . . without exception. Our bramded footing is of the highest quality from the finest American and Canadian manufacturers.             It comes in standard Black-Natural and an array of custom-colors, and with an array of delivery options. 
.
♦ Our equestrian rubber footing, mixed 50/50 with coarse sand, is the Safest Footing for your horses. Its embedded fiber content allows the absorption of just enough    ambient moisture to suppress equine allergenics -- dust, mold, fungus spores, insect mites, pollen, etc.
♦ Rubber footing arena surfaces COMPRESS (which your horses will love!) but never COMPACT (primary cause of foot/ankle injury). 
♦ Our footings are guaranteed non-toxic to animals, non-flammable and 99.9% wire-free. 
♦ Equestrian Rubber Footing needs no replacement -- normal maintenance is accomplished by occasional raking and water washdown. It provides excellent traction,       allows immediate drainage, and will not freeze or become slippery. 
♦ Rubber surfacing is a one-time investment in a Permanent Capital Asset -- not a continuing drain on your operating budget. 
♦ Please check out these facts with your veterinarian and farrier."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12015,Brian Turney Custom Carpentry,BrianTurneyCustomCarpentry(at)yahoo.com,http://www.equestrianwoodworks.blogspot.comPhone:  540 972 0465,5409720465,"Spotsylvania,VA 22551",No contact Person,"Over 30 years of experience in carpentry, I can do home & barn repairs. I can also build custom tack trunks, saddle racks, grooming totes, etc.
Free quotes on trunks, totes, and saddle racks. 
Call, email, or check out my website for more info & products."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12055,New Vision,ttlmatthews(at)excite.com,Phone:  540-226-3315,540-226-3315,"Spotsylvania,VA 22551",No contact Person,"Class A builder, also an avid horseman.  Any types of horse barns from pole buildings to full stick builts. Many types of arenas as well. Have all of the equipment and experience to build you the arena of your choice to include sand and or shredded rubber. Many jobs and references and very reasonable rates.  Call me to discuss your project!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11855,Rubber Mulch Is Us LLC,rufusduff(at)aol.com,http://rubbermulchisus.com/Equestrian_gallery3.htmlPhone:  540-846-5198,540-846-5198,"Spotsylvania,VA 22553-1860",No contact Person,"For equestrian applications, our rubber footing with a 50% coarse sand mix is the safest footing for your horses.  Equestrian rubber mulch footing provides excellent traction, promotes immediate drainage for easy cleanup, and will not become slippery or freeze. Its 7% fiber content retains just enough ambient moisture to virtually eliminate equine allergic reactions due to dust, mold, or fungus.
.
Please check these facts with your farrier and veterinarian. Regards, JESSE"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14575,Equine Wood Customs,spg3392(at)gmail.com,Phone:  540-401-9087,540-401-9087,"Stephens City,VA 22655",No contact Person,"Do you dream of having your equestrian facility stand out above the rest? Equine Wood Customs can make that become a reality. Offering you everything you will need for your indoor and outdoor arenas. Custom standards, rails, fillers, roll tops, cavalettis, shrub and flower boxes, mounting blocks, and much more. 
  Are you looking to have a full barn update? Maybe you are looking for repairs to be done will keeping that original antique look? We offer custom tack rooms, offices, feed rooms, wash stalls, stalls, stall footing repair, barn doors, name plaques, and much more.
  Round pins and run-in sheds of all styles can build to fit your needs."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14576,Storming Electric LLC,,No website link,No Pone number,"Stephens City,VA 22655",No contact Person,No Details
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11995,"Vista Properties of Virginia, LLC",scott(at)vistapropertiesva.com,http://www.vistapropertiesva.comPhone:  540.259.1926,540.259.1926,"[MAP]11499 St. Just RdUnionville ,",Scott  Beranek,"Get a jump on your barn and house projects with our help. Vista Properties of Virginia, LLC provides complete indoor and outdoor care. 

We specialize in the following services:


Real Estate

Rental Property Maintenance
Property Management Consultation
24 Hour on call service

Landscaping
Design
Plants/ Planting
Shrubs
Trees
Lawn Care
Seeding/ Sodding
Mulching
Topsoil
Irrigation
Retaining Walls
Brick/ Stone walkways
Lot Clearing

Tree Service
Hazerdous Tree Removal
General Removal
Tree Surgery
Trimming
Topping
Thinning
Dead Limb Removal
Stump Grinding/ Removal
24 Hour Storm Damage & RepaIr
Handy Man Services 

Renovation/ Remodel
Decks/Porches 
Roofing 
Siding 
Kitchen/ Bath 
Drywall
Garage/ Storage
Windows/ Doors

Other Services
Riding arenas 
Snow Removal
Power washing
Firewood
Painting (interior & exterior)
Gutter cleaning/ Gutter guards
Bobcat services
Driveway sealing
Window cleaning
Excavation 
Drainage
Demolition
Furniture upholstery
Seasonal Contracts Available

Lawn Care
Irrigation maintenance
Snow Removal 
Landscape maintenance

Contact us for a free estimate today!
540.259.1926
www.vistapropertiesva.com
Scott@vistaproperiesva.com"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=10395,Metes & Bounds Landscape Design,alans(at)MBLDonline.com,http://www.MBLDonline.comPhone:  540-837-1190,540-837-1190,"[MAP]PO Box 582Upperville,",Alan Skipper,Landscape Architectural services
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=13780,We do all kinds of fences.,Kevin-rivas24(at)hotmail.com,Phone:  7035938428,7035938428,"[MAP]UppervilleUpperville,",Francisco Rivas,"We do all kinds of work in farm If you need any service, please call us.at 7035938428 francisco thanks!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=10735,Picturesque Farm,kristy(at)picturesquefarm.com,http://www.picturesquefarm.comPhone:  540-349-2026,540-349-2026,"[MAP]7769 Piccadilly DrWarrenton,",Kristy Willwerth,"Trouble selling your horse? We can help!! Picturesque Farm specializes in selling Hunters, Jumper Prospects, Low Level Event and Fox-Hunting horses and ponies! Your horse will stay in a structured work program, and we will handle everything from photos and videos, to the advertising and appointments. 

In addition to our consignment program, we offer a wonderful lesson program. We focus on working with young children through adults, from the beginner to the advanced rider. We also show extensively in rated and local VHSA shows, train & re-school horses and ponies, hold a VHSA/BHSA Summer Show series, and host a summer day camp for the young rider every summer!

Picturesque Farm is situated on 36 acres located on the south side of Warrenton, Va. The 28 stall show barn has a heated/air conditioned lounge and bathroom, two double wash stalls with hot and cold water, and two large tack rooms. There is a huge 200' x 160' all weather sand outdoor arena with a new course of jumps, and a 140' x 75' indoor arena. 

This is a very family oriented barn that suits both the rider who just wants to learn about horses and ride to the ambitious show clients, and everyone in-between. 

Call, email, or stop by for a visit!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11358,Ridge Line Builders,,No website link,No Pone number,"Warrenton,VA 20186",No contact Person,No Details
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11881,Noble Welding and Gate Conrols L.L.C.,nblewelding(at)gmail.com,http://www.noblewelding.comPhone:  703-795-1669,703-795-1669,"[MAP]6343 Pleasant Colony LaneWarrenton,",Josh Gray,"Noble Welding and Gate Conrols L.L.C. is located in Warrenton, VA.  We travel up to 100 mile range installing and servicing of automatic gate systems.  We also are certified welders and experienced metal fabricators.  In addition we build tack trunks and custom horse shoe art for your barn.  Questions or comments please visit our website www.noblewelding.com."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12512,Memory's Hill Stables,ashley(at)memoryshillstables.com,http://www.memoryshillstables.comPhone:  540-383-6424,540-383-6424,"[MAP]905 Old White Bridge RoadWaynesboro,",Ashley Holsinger,"Memory's Hill Stables is a full service boarding, training, lesson and sales barn specializing in hunters and equitation.  Our goal is to provide our clients with individualized, top quality, professional service.  Superior horsemanship is at the forefront of our operations, as our primary goal is to cater to the horse's needs and comfort.  With a patient approach to training, we aspire to turn out quality horses and riders, whether it is for pleasure or competition. The farm is equiped with a 16 stall barn, 7 board fenced fields, run in sheds, sand ring with lights and a course of jumps, a hunt field for riding, and round pen. The barn is equiped with 3 foaling stalls, a hot/cold wash stall, laundry room, feed room, boarder tack room with private locker space, office/trainer's tack room, bathroom, kitchen and feed room. Please contact us with your equine needs and we would be glad to be of assistance to you!"
