url,Name,Email,Website,Phone_no,Address,Contact_person,Details
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=13964,Appleseed Veterinary Group,drlow(at)appleseedvet.com,http://www.appleseedvet.comPhone:  540-230-0655,540-230-0655,"Blacksburg,VA 24060",No contact Person,"My name is Dr. Sarah Low. I am a licensed veterinarian in the state of Virginia and a certified Veterinary Medical Acupuncturist offering equine acupuncture, massage, myofascial release, gentle musculoskeletal manipulations and other related techniques.  I support positive, successful horse-human partnerships and life-long learning for all equestrian disciplines.  Please see my website or call me at 540-230-0655 for more information.  www.appleseedvet.com"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12568,"Kimberly E. Cathell, Certified Equine Sports Massage Therapy & Farm/Pet Sitting",whiteraven33(at)hotmail.com,http://kec-equinesportsmassagetherapy.webs.com/Phone:  757-665-5181,757-665-5181,"[MAP]PO Box 502Bloxom,",Kimberly Cathell,"Massage:  Every equine, be it the High-Performance Athlete or the Family Horse is a candidate that can benefit from Sports Masssage Therapy.  This therapy can be used as a preventative tool as well as a corrective one.

I now offer pet/farm sitting also!  Each farm is unique and requires different types of care. I am prepared to work with you on a tailored package best suited for you and your farm.

Services can include:
         Scheduled Feeding and Fresh Water Given 
         Turn Out Routines Kept 
         Water and Feed Buckets Cleaned 
         Stalls Picked 
         Paddocks Picked Up"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=13450,Classic Touch Equines,ctequines(at)gmail.com,Phone:  703-581-7555,703-581-7555,"[MAP]12201 Cedarville RdBrandywine,",Ali Shepard,"CT Equines has openings for Board, Lessons, and Training! Working student and boarder positions also available. Barn features 12x14 fully matted stalls, tack room, hot/cold wash stall, and large additional storage space. Horses are turned out in small groups in grass fields. Dry lots and individual turnout are also available. On our 100 acre farm, boarders can enjoy the 80 x 200 indoor sand arena with mirrors, outdoor dressage arena, outdoor grass jumping field, round pen, access to 5/8 mile bluestone track, pond, and indoor bathrooms.

Warm, welcoming boarders, with a mix of disciplines. Trails also stem out from the property and we are just down the road from Cedarville State Park. Lessons and training are offered on site.  CTE strives to meet each horse and owner's individual needs to ensure that each horse is healthy, happy, and sound.

Board also includes daily handling, fly mask/blanketing/bandaging, basic wound care, holding for appointments, and contact with boarders about any changes in health or behavior of their horse. Full Board is $600 a month. Special boarding packages are offered to include lessons, training, and bodywork, as well as extra care."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=13607,Erin Pearson,Erin(at)erinpearson.org,Phone:  540-987-9507,540-987-9507,"[MAP]88 Scrabble RoadCastleton,",Erin Pearson,"Founder rehabilitation and trimming education. Natural beef and lamb, chickens. Livestock guardian dogs occasionally for sale.Hypnosis and healing for humans also."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12022,Dandelion Fields,Erin(at)dandelionfields.biz,http://www.dandelionfields.bizPhone:  540-987-9507,540-987-9507,"[MAP]88 Scrabble RoadCastleton,",Erin Pearson,"Dandelion Fields is an Animal Health and Wellness business.  Horse, dog, cat and all other animals.  I carry Dynamite Specialty Products and do Natural Trim/founder rehabilitation, treat EPM, Lyme, Cushings, allergies, behavioral issues. I do Reiki, Bach Flower mixes and consultations for health and behavioral issues.  I train horses and dogs also."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11652,Dandelion Fields,Erin(at)dandelionfields.biz,http://www.dandelionfields.bizPhone:  540-987-9507,540-987-9507,"[MAP]88 Scrabble RoadCastleton,",Erin Pearson,"Dandelion Fields is a Horse Health and Wellness facility and service.  Providing Training, Rehabilitation, Natural Trim, Reiki, Emotional Healing with Bach Flower, Homeopathics and Love.  Consultation in Nutritional Plans for Horses, animals and people. 
  **Specializing in the special needs cases in training and healing.  Also Preventive Health and Wellness.  Healthy, sound and Stable Horses and Ponies for sale also."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11541,Cavalry Ridge Stables,Presuslady(at)aol.com,Phone:  703-283-6544,703-283-6544,"[MAP]4015 Sanders LnCatharpin,",Kristin Moore,"Boarding available at Cavalry Ridge Stables!  Full care with 12x12 stall $650 (blanketing included).  Field board $375 (blanketing included).  Large indoor manufactured sand ring with lights, jumps, barrels, etc.  Outside wash pad.  Lots of acreage with mares and geldings separated 5 huge fields with streams.  Minutes from the battlefield.  Retirees welcome.  Horse must be current on coggins and up to date on shots/wormer/fecal (parasite) test.  Numerous Vets/Farriers frequent CRS.  Vet Tech on staff and is there most days.  Equine Sports Massage Therapist also on staff (see FB page Equine Massage Unlimited)  Please contact us for further details.  Find us on FB at Cavalry Ridge Stables."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=10966,Flying Change Therapy - Psychotherapy/Coaching for Horse-Sport Related Trauma,vickikirsch(at)hotmail.com,http://therapists.psychologytoday.com/40939 Phone:  617-306-7417,Phone617-306-7417,"[MAP]4400 University Drive, Fairfax, VA Centreville & Williamsburg,",Vicki Kirsch,"Offices in Fairfax & Williamsburg. Have you had a fall off of your horse or had a horse-related experience from which you currently experience fear, stiffness, and/or anxiety? Would you like to experience your earlier joy, energy flow, and connection with your equine partner? I have a distinct focus working with equestrians who currently experience fear, anxiety, and stiffness in their riding and wish to recover their earlier vitality, flow and joy. With the help of techniques which dissipate your mind/body trauma response and mindfulness, I help riders achieve their goals. I am a Licensed Social Worker in Northern Virginia who is also a horse owner and dressage enthusiast -- give me a call or email me. Sliding Scale Available. http://therapists.psychologytoday.com/40939"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14521,"Happier Pony Equine Massage, LLC",catlneedham(at)happierponyllc.com,https://www.happierponyllc.com/Phone:  703 593 8797,7035938797,"Chantilly,VA 20151",No contact Person,"Equissage-Certified massage for the NOVA area. $65/hr. Contact me to get a Happier Pony! Massage is a proven methodology to help horses perform better, improve mobility, optimize blood flow if sedentary, and assist their stress if on stall rest. Have horses who help in professional therapy or lesson programs? I offer a small discount. 

Check out my massage at Lift Me Up! Therapy Riding Center, where I try to donate a free massage several times a year. 
https://youtu.be/MGu9qreodF4"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12144,Mane-ly Muscles: Equine Sports Massage,info(at)manelymuscles.com,http://www.manelymuscles.comPhone:  802-558-5139,802-558-5139,"[MAP]Cove TraceCharlottesville,",Ashley  Holden,"Professional, experienced Equine Sports Massage & Reiki Therapy. Serving the greater Charlottesville area."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11883,Dominion Equine Massage,lec3y(at)virginia.edu,http://www.dominionequine.comPhone:  (434) 249-3446,(434)249-3446,"Charlottesville,VA 22903",No contact Person,Dominion Equine Massage offers sports massage for horses in Charlottesville and the surrounding areas. Massage is an excellent way to improve your horse's performance and disposition. Please visit dominionequine.com for rates and more information.
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14136,FPF EQUINE MUSCLE INTEGRATION THERAPY,FivePenceFarm(at)gmail.com,Phone:  804-363-6817,804-363-6817,"Chatham,VA 22541",No contact Person,"EQUINE SPORTS MASSAGE THERAPY

Allow your Horse to Enhance their Emotional and Physical Being, reaching Maximum​ Potential through Proper Body Muscle manipulation, Non Invasive Curative Therapy and Maintenance Programs.
Any Horse, Any Discipline,Any Level will reap benefits from Equine Muscle Integration Therapy. 


Contact to inquire information, rates or to schedule an appointment."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12249,KJ Massage,,No website link,No Pone number,"Chesapeake,VA 23323",No contact Person,No Details
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14693,RT Equine - Bodywork and Saddle Fitting Services,Rachel(at)rtequine.com,Phone:  757-206-3765,757-206-3765,"Chesterfield,VA 23832",No contact Person,"Equine bodywork and saddle fitting services in central Virginia!

Rachel Toquothty is a Masterson Method Certified Practitioner and saddle fitter. With her knowledge of anatomy, bodywork and saddle fitting, Rachel is able to provide an individualized approach to help each horse reach their full potential.

What is the Masterson Method? 

The Masterson Method is an integrated and unique method of equine bodywork that works WITH the horse instead of ON the horse. These techniques help release tension in core muscles and in the muscles of key junctions of the body that affect the horse's performance. 

Whether your horse is retired or a top tier athlete, every horse can benefit from the Masterson Method!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14014,"NC Integrated Equine Services, LLC",nikki.charltonies(at)gmail.com,Phone:  5405225480,5405225480,"[MAP]2056 Birch DrCulpeper,",Nichole Charlton,Equine Sports Massage and Physical Therapy.
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14324,North Star Stables,northstarstablesnova(at)gmail.com,http://northstarstablesnova.orgPhone:  540-7170-121,540-7170-121,"[MAP]4092 Rolling Hills DriveDelaplane,",Teresa Pilegaard,"North Star is an inclusive equestrian facility, offering both therapeutic riding and able-bodied riding lessons under the same roof. We teach in the classical tradition with an emphasis on the health and well-being of the horse.


Located just outside of Marshall in gorgeous Delaplane, we offer riding lessons and equine assisted activities and therapies for ages 3 and older."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12207,Best Saddle Solutions,,No website link,No Pone number,"Fairfax,VA 22031",No contact Person,No Details
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12160,Bella Massage,belladonna989(at)live.com,http://www.belladonna massage.netPhone:  214-952-6898,massage.netPhone214-952-6898,"[MAP]11733 Fairfax Woods WAY Apt 6106Fairfax ,",Joanne Mirabella,"Massage Therapy for Equines and Humans 
  Sports Medicine for Athletes..
I am a licensed Massage Therapist in Virginina,Texas and Florida
   Therapies for Dressage and Jumpers,Hunters and Carraige horses.
 I work in Myofacial release,Structural Intergration,and Rolfing..
   Worked with Joann Wilson in the Wilson -Meagher Technics..
   In my Human practice I worked in a chiropractic clinic for pain management in low back pain,neck and shoulder injury...
  Tens units,hydroculator hydrotherapy and ultrasound...  call me for your evaluation  horse and rider combination....Joanne Mirabella 214-952-6898
www.belladonna massage.net"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14488,Zen Equine Sports Massage,kjherrity(at)gmail.com,,,"Fairfax Station,VA 22039",No contact Person,Equine Sports Massage in Northern VA! Certified through Equissage. I love horses and can't wait to help your pony feel better with Sports Massage! My rate is $75 for a 1-hour massage and $260 for 4 massages($65 per).
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=13434,Virginia Equine Therapy Solutions,beckytubb(at)gmail.com,http://www.equinetherapysolutions.comPhone:  5405701262,5405701262,"[MAP]1455 Brownsburg tpkFairfield,",Becky Tubb,"Equine rehabilitation center, specializing in massage, laser, vibration & other non invasive therapies.
Our priority is reconditioning after injury/surgery, post show soreness & assisting in long term care."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12061,Brook Hill Farm,executivedirector(at)brookhillfarm.org,http://www.brookhillfarm.orgPhone:  540-586-7432,540-586-7432,"[MAP]7289 Bellevue RoadForest,",Jo Anne  Miller,"Brook Hill Farm, a non-profit horse rescue organization, exists to provide rehabilitation focused services and safe haven for unwanted horses, while maintaining a unique opportunity for personal growth and education for area youth and adults. Since its inception in 2001, the farm has taken in 361 lame horses, rehabilitated them, and given them away for free to qualified homes. Along the way, Brook Hill discovered the magic of the combination of horses and teens; how they help youth who are at-risk develop life skills enabling them to have success in school. Brook Hill Farm provides college credit to interns in many fields of study, and works with other area organizations to provide education on horse care and the plight of the unwanted horse."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=13955,Brook Hill Farm,executivedirector(at)brookhillfarm.org,Phone:  540-586-7432,540-586-7432,"[MAP]7289 Bellevue RoadForest,",Jo Anne  Miller,"Brook Hill Farm is a non-profit organization specializing in horse rescue and rehabilitation, fully accredited by the Global Federation of Animal Sanctuaries and the Thoroughbred Aftercare Alliance.  The Farm runs a PATH Therapeutic Riding program for people with disabilities, and an equine assisted learning program for At-risk youth with the goal of completing high school. The farm also offers college credit for college students.  Please visit www.brookhillfarm.org for more information."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14325,Alogo Equine Massage,info(at)alogomassage.com,http://www.alogomassage.comPhone:  540-272-2891,540-272-2891,"Fredericksburg,VA 22",No contact Person,Help your horse/pony reach their full potential with a equine sports massage.
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14449,"Olde Towne Equine, Veterinary and Chiropractic",katemoga(at)gmail.com,http://www.oldetowneequine.comPhone:  5402393122,5402393122,"[MAP]211 Fauquier StFredericksburg,",kate moga,"OTE provides veterinary and chiropractic care to horses in the counties surrounding Fredericksburg including S. Fauquier, Caroline, King George, Stafford and Spotsylvania. Canine chiropractic available on your farm."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14377,Alogo Equine Massage,hmeadows83(at)gmail.com,http://www.alogomassage.comPhone:  540-272-2891,540-272-2891,"Fredericksburg,VA 22405",No contact Person,"Is your horse performing at their best? Want that extra edge? Try equine massage therapy.
The benefits of equine massage therapy are expansive, including the following:
Helps to Prevent Injury – As you exercise your horse, you are building up his muscle. This is done when many small tears are made in the muscle fibers during exercise, which are then repaired with scar tissue over the next couple days. Massage helps to break down the scar tissue, allowing muscles to be elastic and flexible.
Improves Circulation – Massage dilates blood vessels and increases blood flow to the area. Increased circulation can help speed recovery of injured muscle tissues and restore mobility.
Increase Range of Motion – Between stretching tissues, improving muscle tone and lowering stiffness and swelling, equine massage therapy can expand a horse's range of motion, allowing them to become more effective under saddle.
Reduces Stress – Horses experience stress and anxiety just like we do, and massage relaxes them just as it does us. When muscles are rubbed, there is a sedative effect on the nervous system, which helps with relaxation and can improve disposition.
Call Alogo Equine Massage for all your massage needs.
Katie Bromley (540)272-2891
Offer multi horse discounts"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12324,Equinity - Equine Therapy & Activities,Mystic(at)Equinity.org,Phone:  540.412.8255,540.412.8255,"Fredericksburg,VA 22407",No contact Person,"Equinity is proud to announce the launch of our NEW Equine-Assisted Growth & Development program in the Spotsylvania, Fredericksburg, and Stafford areas! Program participants will learn the basics of horsemanship such as grooming, handling, equine healthcare, training from the ground, training under saddle, and even stable chores, while developing essential traits such as confidence, assertiveness, communication and relationship skills, and responsibility. 

Equinity exists to improve the quality of life of underprivileged and at-risk youth through equine-assisted activities and equine-assisted psychotherapy.

Participation in this program is FREE!!!! Contact Mystic for more information and to enroll your child in our program!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12363,"Kneaded Relief, LLC",brandipendleton(at)hotmail.com,http://www.brandipendletoncmt.comPhone:  540.538.2286,540.538.2286,"[MAP]3219 Fall Hill AveFredericksburg,",Brandi Pendleton,"I offer massage for the rider! Help improve your riding by relaxing the muscles that help connect you to your horse. Specializing in Ashiatsu Oriental Bar Massage, Sports Massage and Deep Tissue Massage. Each massage is tailored to your needs, no cookie cutter massage here! Contact me to find out about my specials."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11672,Battlefield Park Polo Club,delorab(at)hotmail.com,http://www.battlefieldparkpolo.comPhone:  239-989-2011,239-989-2011,"[MAP]5704 Pageland LaneGainesville,",Dori  Burner,"Battlefield Park Polo Club is a United States Polo Association recognized club and is multi-use facility which offers a wide range of services to fulfill your equestrian needs, polo, jumping, and dressage are taught here. 

Battlefield Park Polo is located just 2 miles off I-66 at exit 43B in Gainesville and we are just across the street from the historic Manassas Battlefield where there are miles of trails.  

We have recently completed construction on a large outdoor arena 120' x 200', an indoor arena 75' x 150' with 10 attached stalls and a 400 sq. ft.  lounge/tack/viewing area.  We have another new 10 stall barn with tack and feed room, and a new guest house.  We have 25 acres of turnout available for our 18 school horses.

Battlefield Park offers a wide range of services: Riding Lessons in all Disciplines, Polo Lessons, Summer Camp, Green/Problem Horse Training, Farrier, Transportation, Boarding,  Pony Club Activities, Trail Riding, Tack Sales, Horse Sales, Horse Leasing, Event Services such as Pony Parties, Weddings, and Corporate Polo Parties and Trail Rides.

We offer USPA Interscholastic and Intercollegiate Polo Programs.

We have clients of all ages who can come to Battlefield Park Polo to learn how to ride and enjoy horses. We have exceptionally low prices and make horses accessible to everyone!  Come out and have some fun!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14604,MagnaWaveRVA,magnawaverva(at)gmail.com,http://www.magnawaverva.comPhone:  8049806815,8049806815,"GLEN ALLEN,VA 23059",No contact Person,"www.magnawaverva.com

Are you looking for PEMF (pulsed electromagnetic field therapy) for your horses, riders or beloved farm dogs?  Look no further.  I am located in Western Henrico County near Goochland and available to travel to your farm or home for treatment sessions.  PEMF has dozens of benefits including pain reduction, inflammation reduction, circulation increase and detox.  Please check out the website to educate yourself on this wellness therapy with NO DOWNTIME and very few contraindications for use."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14583,AMH Equestrian,Amh.89(at)icloud.com,http://www.amhequestrian.comPhone:  804-955-6240,804-955-6240,"Glen Allen,VA 23060",No contact Person,"I am a certified life coach and e coach. I work with individuals to heal patterns of trauma, overcome unconscious patterns and trigger points, and deepen their relationship with s and others. 

I also work with riders and horses who have anxiety, fear, or a mental block after a fall or other fearful event."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14379,Deux Gris Performance Therapy,deuxgris11(at)gmail.com,https://www.facebook.com/deuxgrisperformance/,,"Grottoes,VA 24441",No contact Person,"Deux Gris Performance Therapy offers a personalized approach to your horse's athletic development. Michaela Bragg is a certified equine sports massage therapist and professional rider/trainer. She brings the perspective she has gained from riding in the hunter/jumper/equitation rings to her therapy techniques, which has proven beneficial to her clients. 



The integration of massage into your horse's training program may help alleviate muscle pains, reduce inflammation, expedite healing, improve demeanor, and allow for a more regenerative recovery period after a big event.



Help your athlete bloom this spring and summer with Deux Gris Performance Therapy! Contact Michaela to learn more about her techniques, pricing, and sponsorship opportunities! Visit and Like our Facebook page for testimonials and other news! 



*Equine massage therapy is NOT intended to replace any veterinary treatment. If your horse displays symptoms of an injury or illness, contact your veterinarian immediately."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12338,Reiki Healing/Medium,lighthealn(at)yahoo.com,Phone:  540-209-1071,540-209-1071,"[MAP]920 OaklandHarrisonburg,",Denise Farley,"I do Reiki healing and communication.I also do distance healing and communication.If you would like distance work done you can mail a photo of the animal to me, this helps me connect with the animal better. All distance work is by donation.If you would like me to come out it would be $25 for an hour.I may need to charge additional $ if the travel is far.I also connect with the other side if you have an animal that has crossed over and would like to communicate with them."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14474,JLT Equine Massage & Saddle Fitting,JLT111293(at)gmail.com,http://https://jltequinemassagesaddlefitting.wordpress.com/Phone:  540- 424-3032,540-424-3032,"[MAP]2142 Venable Road Kents store,",Joanna  Torreyson,"Better weather is just around the corner!  JLT Equine Massage & Saddle Fitting is proudly located in Kents Store, VA and works with all breeds and all disciplines of riding. 

Joanna Torreyson is certified in Equine Massage therapy and Saddle Fitting from the university of South Carolina through the Aiken program. As a rider herself, she knows how important it is to make sure that the saddle fits not only the horse but also the rider and how a correctly fitted saddle can lead to a happier partnership.  

Just like humans, horses get sore and need a massage after a hard day of work.  Let your horse relax with Joanna and see just how much of a difference it makes in your trail or show partner. See your horse's overall personality change for the better! Make your appointment today! 

All breeds and Disciplines welcomed."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=10768,Dragonfly Farms,Katherine(at)DragonflyFarms.com,http://https://dragonflyhorse.farmPhone:  804.916.9696,804.916.9696,"[MAP]264 Springdale DrKeswick,",Katherine Burke,"Veterinarian owned and operated retirement and lay-up facility.  
2 locations - 
Keswick, VA and Louisa, VA
High quality retirement and lay-up board."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11659,Total Equine Veterinary Associates (Drs Jay Joyce and Sallie Hyman),info(at)totalequinevets.com,http://www.totalequinevets.comPhone:  703 505 2320,7035052320,"Leesburg,VA 20176",No contact Person,"Complete equine veterinary and dental services.
24/7 Emergency coverage. Specialists.
Digital rads, lameness eval, pre-purchase exams.
Comprehensive Wellness Programs.
Great team. Great practice."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14240,Compassionate Animal Communication,holli(at)compassionspeaks.com,www.CompassionSpeaks.comPhone:  703-447-5374,703-447-5374,"Leesburg,VA 20176",No contact Person,"I am an Animal Communication Counselor. I help people who are having an issue with their animals (destructive or otherwise) so they can understand why and how to help resolve the issue. I also work with people who want to check in with their animal companions as well. 

Please feel free to visit my website: CompassionSpeaks.com or contact me for more information."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12416,"Hands on Horses, LLC",handsonhorsesllc(at)gmail.com,Phone:  (757) 604-1400,(757)604-1400,"[MAP]PO Box 365Lightfoot,",Angela Hirose,"Equine sports massage therapy has many benefits, including:
- Enhances muscle tone and range of motion.
- Reduces inflammation and swelling in the joints, thereby alleviating pain.
- Promotes the healing process by increasing the flow of nutrients to the muscles, and aiding in carrying away excessive fluids and toxins.
- Creates a positive effect on the contractual and release process of the muscles...releasing tension...relaxing muscles.
- Stimulates circulation by: defrosting frozen muscles, thereby releasing endorphins - the body's natural pain killers.
- Helps to maintain the whole body in better physical condition

I am an experienced rider and horse owner, and have been trained and certified by Equissage. Please call me to see how massage can help your horse!"
